Timestamp,Value,Change,Status
Tue Feb 24 11:12:36 2026,447062.3020167333,0.0011472444669875098,OK
Tue Feb 24 11:12:53 2026,447067.9094802924,0.0011598017697736162,OK
Tue Feb 24 11:13:10 2026,445980.0659707851,-0.0012763050704622083,OK
Tue Feb 24 11:13:27 2026,446911.8196446284,0.0008102556144404516,OK
Tue Feb 24 11:13:44 2026,446059.8414892212,-0.0010976565015760784,OK
